,raw_ingr,raw_words,processed,len_proc,replaced,count,id,name_normalizado,name,Nitrogen,Protein,Total lipid (fat),"Carbohydrate, by difference",Ash,Energy,Starch,Sucrose,Glucose (dextrose),Fructose,Lactose,Maltose,"Alcohol, ethyl",Specific Gravity,Acetic acid,Citric acid,Lactic acid,Malic acid,"Carbohydrate, by summation",Water,Sorbitol,Caffeine,Theobromine,"Sugars, Total NLEA","Carbohydrate, other",Galactose,Xylitol,"Fiber, total dietary",Ribose,"Fiber, soluble","Fiber, insoluble",Total fat (NLEA),Total sugar alcohols,"Calcium, Ca","Chlorine, Cl","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Sulfur, S","Zinc, Zn","Chromium, Cr","Cobalt, Co","Copper, Cu","Fluoride, F","Iodine, I","Manganese, Mn","Molybdenum, Mo","Selenium, Se","Vitamin A, IU",Retinol,"Vitamin A, RAE","Carotene, beta","Carotene, alpha",Vitamin E (alpha-tocopherol),"Vitamin D (D2 + D3), International Units",Vitamin D2 (ergocalciferol),Vitamin D3 (cholecalciferol),25-hydroxycholecalciferol,Vitamin D (D2 + D3),Phytoene,Phytofluene,Zeaxanthin,"Cryptoxanthin, beta",Lutein,Lycopene,Lutein + zeaxanthin,Vitamin E (label entry primarily),"Tocopherol, beta","Tocopherol, gamma","Tocopherol, delta","Tocotrienol, alpha","Tocotrienol, beta","Tocotrienol, gamma","Tocotrienol, delta","Boron, B","Nickel, Ni",Vitamin E,cis-beta-Carotene,cis-Lycopene,cis-Lutein/Zeaxanthin,"Vitamin C, total ascorbic acid",Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B-6,Biotin,"Folate, total",Vitamin B-12,"Choline, total",Inositol,Vitamin K (Menaquinone-4),Vitamin K (Dihydrophylloquinone),Vitamin K (phylloquinone),Folic acid,"Folate, food",5-methyl tetrahydrofolate (5-MTHF),"Folate, DFE",10-Formyl folic acid (10HCOFA),5-Formyltetrahydrofolic acid (5-HCOH4,"Choline, free","Choline, from phosphocholine","Choline, from phosphotidyl choline","Choline, from glycerophosphocholine",Betaine,"Choline, from sphingomyelin",Tryptophan,Threonine,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Valine,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Serine,Hydroxyproline,Cysteine,Glutamine,Taurine,"Sugars, added","Vitamin E, added","Vitamin B-12, added",Cholesterol,"Fatty acids, total trans","Fatty acids, total saturated",4:0,6:0,8:0,10:0,12:0,14:0,16:0,18:0,20:0,18:1,18:2,18:3,20:4,22:6 n-3 (DHA),22:0,14:1,16:1,18:4,20:1,20:5 n-3 (EPA),22:1,22:5 n-3 (DPA),14:1 t,Phytosterols,Stigmasterol,Campesterol,Brassicasterol,Beta-sitosterol,Campestanol,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated",Beta-sitostanol,Delta-5-avenasterol,"Phytosterols, other",15:0,17:0,24:0,16:1 t,18:1 t,22:1 t,18:2 t not further defined,18:2 i,"18:2 t,t",18:2 CLAs,24:1 c,"20:2 n-6 c,c",16:1 c,18:1 c,"18:2 n-6 c,c",22:1 c,"18:3 n-6 c,c,c",17:1,20:3,"Fatty acids, total trans-monoenoic","Fatty acids, total trans-dienoic","Fatty acids, total trans-polyenoic",13:0,15:1,22:2,11:0,Epigallocatechin-3-gallate,Inulin,"18:3 n-3 c,c,c (ALA)",20:3 n-3,20:3 n-6,20:4 n-6,18:3i,21:5,22:4,18:1-11 t (18:1t n-7),20:3 n-9,"Sugars, total including NLEA",5:0,7:0,9:0,21:0,23:0,12:1,14:1 c,17:1 c,20:1 c,20:1 t,22:1 n-9,22:1 n-11,18:2 c,18:3 c,18:3 t,20:3 c,22:3,20:4 c,20:5 c,22:5 c,22:6 c,20:2 c,trans-beta-Carotene,trans-Lycopene,"Cryptoxanthin, alpha",Total dietary fiber (AOAC 2011.25),id_join
5647,egg whites,2,egg white,9,egg white,3925,2509,egg whites,"egg whites, dried",13.2,0.0,0.82,0.0,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168,0.0,0.00149,0.0935999999999999,0.112,1.07,1.45,0.0,0.00065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,egg whites
5648,egg whites,2,egg white,9,egg white,3925,2509,egg whites dried,egg whites dried,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,egg whites
6004,bacon,1,bacon,5,bacon,5970,298,bacon,bacon; cooked,8.8,0.0,47.9,0.0,8.48,0.0,0.0,5.27,0.96,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.0,0.0036,0.0528999999999999,0.611,0.732,2.59,0.0,0.00525,0.0,0.0,0.000474,0.0,0.0,8.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,17.5,0.0069999999999999,0.003,0.034,0.055,0.071,0.672,10.3,6.49,0.104,0.0,0.0,0.0,0.222,0.023,0.054,0.0,0.0,0.001,0.0,0.0069999999999999,0.0,0.04,0.009,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.47,0.0,0.0,0.0,0.053,0.165,0.018,0.03,0.457,0.0,0.071,0.0,0.0,0.085,0.002,0.363,1.54,19.1,8.47,0.0,0.019,0.1689999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.43,0.171,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.051,0.0,0.459,0.0,0.017,0.0069999999999999,0.0,0.0,0.001,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bacon
6075,milk,1,milk,4,milk,24114,4717,milk,"milk, whole, 3.25% milkfat, with added vitamin d",0.65,3.43,3.41,5.19,1.55,252.0,0.0,0.0,0.0,0.0,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.8,0.0,0.0,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.153,0.0,0.0,0.0145,0.122,0.191,0.048,0.0,0.00052,0.0,0.0,6e-06,0.0,0.000103,3e-06,0.0,4.6e-06,0.0,0.000115,8.3e-05,1e-05,1e-06,5e-05,45.2,0.0,2.2e-06,0.0,1.13e-06,0.0,0.0,4e-06,2e-06,2.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.0,0.0,0.0,7.400000000000001e-05,0.000199,0.0001799999999999,0.000455,7.6e-05,0.0,7e-06,8.4e-07,0.0203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0014,0.0024,0.0130999999999999,0.0016,0.0015,0.06,0.2,0.24,0.44,0.38,0.12,0.0,0.21,0.21,0.28,0.16,0.12,0.14,0.37,1.07,0.09,0.44,0.24,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.012,0.14,1.95,0.073,0.059,0.037,0.096,0.113,0.328,0.922,0.393,0.005,0.0,0.0,0.0,0.006,0.0,0.003,0.0,0.0,0.001,0.0,0.001,0.0,0.003,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.16,0.0,0.0,0.0,0.037,0.021,0.002,0.01,0.107,0.0,0.024,0.0,0.0,0.016,0.0,0.001,0.044,0.741,0.128,0.0,0.002,0.006,0.0,0.095,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.002,0.005,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.027,0.005,0.005,0.0,0.0,0.0,0.097,0.013,0.001,0.004,0.0,0.004,0.001,0.002,0.0,0.001,7e-06,0.0,0.0,0.0,milk
6665,butter,1,butter,6,butter,48039,840,butter,"butter, stick, unsalted",0.0,0.0,88.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.026,0.0,0.0001199999999999,0.0019,0.026,0.029,0.643,0.0,8e-05,0.0,0.0,2.4e-05,0.0,0.0,4.7e-05,0.0,0.0,0.0,0.000912,0.000758,0.000422,1e-05,0.0,16.0,0.0,9.6e-07,1.6e-07,4.0000000000000003e-07,0.0,0.0,9e-06,1.4e-05,2.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3e-05,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.06,0.08,0.02,0.0,0.03,0.02,0.04,0.04,0.02,0.02,0.05,0.11,0.01,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,0.0,48.4,2.18,1.54,0.895,2.06,2.38,7.78,22.8,8.61,0.136,0.0,0.0,0.0,0.126,0.004,0.072,0.0,0.0,0.029,0.0,0.043,0.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,3.17,0.0,0.0,0.0,0.85,0.485,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.515,0.003,0.021,1.18,17.0,2.44,0.004,0.027,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.5,0.008,0.094,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.063,0.7120000000000001,0.135,0.142,0.0,0.011,0.0,2.25,0.331,0.0,0.081,0.0,0.104,0.024,0.039,0.002,0.016,0.000346,0.0,3e-06,0.0,butter
6849,salsa,1,salsa,5,salsa,2393,6265,salsa,"vitamin k, salsa, tostitos chunky, medium (mi,ok) - nfy090kwe",0.3,0.0,0.3,0.0,2.55,0.0,0.0,0.34,1.8,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0007,0.0171,0.038,0.297,0.692,0.0,0.00038,0.0,0.0,7.7e-05,0.0,0.0,0.000125,0.0,0.0,0.0,0.0,0.0,0.000351,0.0,0.00138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00706,0.00024,0.0,4e-05,0.00019,0.0,0.0,0.00047,0.0,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,0.00124,0.00022,0.000191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,salsa
6984,anjou pears,2,anjou pear,10,anjou pear,31,146,green anjou pears,"green anjou pears, regions 2 & 3, n/a, yes, carotenoids - nfy01057e (freeze dried)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anjou pears
7115,ham,1,ham,3,ham,1496,3597,ham,"ham, sliced, restaurant",3.89,19.6,5.0,2.36,4.47,507.0,0.0,1.77,4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.7,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54,0.0,0.008,0.0,0.00165,0.0233999999999999,0.31,0.846,1.26,0.0,0.0022299999999999,0.0,0.0,7.400000000000001e-05,0.0,0.0,4.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,1.64,0.002,0.001,0.001,0.012,0.006,0.057,1.0,0.54,0.008,0.0,0.0,0.0,0.076,0.002,0.003,0.0,0.0,0.0,0.0,0.002,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.88,0.0,0.0,0.0,0.004,0.014,0.001,0.001,0.03,0.0,0.005,0.0,0.0,0.005,0.0,0.029,0.112,1.95,0.725,0.0,0.002,0.024,0.0,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.006,0.011,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0069999999999999,0.033,0.0,0.001,0.001,0.479,0.018,0.0,0.011,0.0,0.059,0.001,0.006,0.001,0.017,0.0,0.0,0.0,0.0,ham
7138,cookies,1,cookies,7,cookies,38,1778,cookies,"cookies, oatmeal, soft, with raisins",0.93,5.79,14.3,69.6,1.44,1800.0,29.8,15.1,7.58,11.1,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,67.9,8.85,0.0,0.0,0.0,34.8,0.0,0.0,0.0,3.3,0.0,0.0,0.0,13.7,0.0,0.029,0.0,0.00228,0.0324,0.111,0.245,0.314,0.0,0.00062,0.0,0.0,0.0001409999999999,0.0,0.0,0.000755,0.0,6e-06,0.0,0.0,0.0,0.0,0.0,0.00269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022,0.0052699999999999,0.0024,0.0008,0.00038,0.00051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002949999999999,0.0002179999999999,0.00211,0.0004,7.000000000000001e-05,0.0,3.4e-05,0.0,0.0,0.0,0.0,0.0,1.7100000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,4.78,0.011,0.0,0.014,0.011,0.074,0.064,2.23,2.25,0.048,0.0,0.0,0.0,0.0069999999999999,0.001,0.038,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.89,0.0,0.0,0.0,0.005,0.014,0.016,0.0,0.02,0.0,0.02,0.0,0.0,0.006,0.003,0.004,0.019,3.9,4.21,0.004,0.025,0.005,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.068,0.0,0.004,0.0,4.22,0.657,0.0,0.0,0.0,0.0069999999999999,0.004,0.0,0.001,0.004,0.0,0.0,0.0,0.0,cookies
7237,turkey,1,turkey,6,turkey,246,7295,turkey,"turkey, ground, 93% lean, 7% fat, pan-broiled crumbles",4.34,27.1,11.6,0.0,1.27,922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.031,0.0,0.00156,0.0291,0.259,0.304,0.09,0.0,0.00377,0.0,0.0,0.000166,0.0,0.0,1e-05,0.0,2.84e-05,0.0,3e-05,3e-05,0.0,0.0,0.0001799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.00019,3e-05,4e-05,0.0,0.00011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.800000000000001e-05,0.000262,0.00809,0.0014,0.000497,0.0,0.0,1.9e-06,0.0787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0.0016,0.0655,0.0009,0.0123,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.144,2.97,0.003,0.0,0.001,0.005,0.015,0.093,2.02,0.774,0.01,0.0,0.0,0.0,0.165,0.011,0.003,0.0,0.0,0.001,0.041,0.004,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,3.49,0.0,0.0,0.0,0.014,0.027,0.001,0.0069999999999999,0.099,0.0,0.038,0.0,0.0,0.02,0.002,0.02,0.3720000000000001,3.33,3.05,0.002,0.009,0.02,0.0,0.106,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.002,0.014,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.02,0.041,0.0,0.0,0.0,3.07,0.184,0.0,0.016,0.0,0.165,0.004,0.016,0.011,0.02,0.0,0.0,0.0,0.0,turkey
7275,frankfurter,1,frankfurter,11,frankfurter,39,2711,frankfurter,"frankfurter, beef, unheated",1.87,11.7,28.0,2.89,2.74,1310.0,0.0,0.0,1.17,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.015,0.0,0.00114,0.0115,0.128,0.343,0.872,0.0,0.00206,0.0,0.0,4.6e-05,0.0,0.0,3.1e-05,0.0,0.0,0.0,3e-06,3e-06,0.0,0.0,0.00051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3e-05,0.000154,0.00225,0.000263,0.00013,0.0,0.0,9.7e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,11.4,0.004,0.0,0.005,0.015,0.019,0.84,6.33,3.66,0.029,0.0,0.0,0.0,0.029,0.0,0.008,0.0,0.0,0.003,0.0,0.003,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.954,0.0,0.0,0.0,0.138,0.355,0.002,0.087,1.38,0.0,0.131,0.0,0.0,0.1689999999999999,0.005,0.008,0.985,10.4,0.625,0.064,0.005,0.257,0.0,1.46,0.131,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.078,0.001,0.021,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.257,0.117,0.0,0.064,0.0,0.794,0.084,0.001,0.022,0.0,0.029,0.003,0.013,0.0,0.008,0.0,0.0,0.0,0.0,frankfurter
